============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
  0%|          | 0/1000 [00:00<?, ?it/s]/gpfs/home5/igardner/thesis/env/dl2023/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:149: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate your use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
  0%|          | 1/1000 [00:55<15:20:53, 55.31s/it]  0%|          | 2/1000 [01:49<15:11:52, 54.82s/it]  0%|          | 3/1000 [02:43<15:05:16, 54.48s/it]  0%|          | 4/1000 [03:37<15:01:09, 54.29s/it]  0%|          | 5/1000 [04:31<14:59:22, 54.23s/it]  1%|          | 6/1000 [05:26<14:58:27, 54.23s/it]  1%|          | 7/1000 [06:20<14:58:20, 54.28s/it]  1%|          | 8/1000 [07:14<14:58:02, 54.32s/it]  1%|          | 9/1000 [08:09<14:56:40, 54.29s/it]  1%|          | 10/1000 [09:03<14:55:20, 54.26s/it]  1%|          | 11/1000 [09:57<14:54:51, 54.29s/it]  1%|          | 12/1000 [10:52<14:53:58, 54.29s/it]  1%|▏         | 13/1000 [11:46<14:53:10, 54.30s/it]  1%|▏         | 14/1000 [12:40<14:52:57, 54.34s/it]  2%|▏         | 15/1000 [13:35<14:52:50, 54.39s/it]  2%|▏         | 16/1000 [14:29<14:51:28, 54.36s/it]  2%|▏         | 17/1000 [15:23<14:49:05, 54.27s/it]  2%|▏         | 18/1000 [16:18<14:48:32, 54.29s/it]  2%|▏         | 19/1000 [17:12<14:48:03, 54.32s/it]  2%|▏         | 20/1000 [18:06<14:47:41, 54.35s/it]  2%|▏         | 21/1000 [19:01<14:48:07, 54.43s/it]  2%|▏         | 22/1000 [19:56<14:50:16, 54.62s/it]  2%|▏         | 23/1000 [20:51<14:52:05, 54.79s/it]  2%|▏         | 24/1000 [21:46<14:53:51, 54.95s/it]  2%|▎         | 25/1000 [22:42<14:56:58, 55.20s/it]  3%|▎         | 26/1000 [23:39<15:03:55, 55.68s/it]  3%|▎         | 27/1000 [24:36<15:09:25, 56.08s/it]  3%|▎         | 28/1000 [25:34<15:16:49, 56.59s/it]  3%|▎         | 29/1000 [26:32<15:21:55, 56.97s/it]  3%|▎         | 30/1000 [27:30<15:27:29, 57.37s/it]  3%|▎         | 31/1000 [28:29<15:33:55, 57.83s/it]  3%|▎         | 32/1000 [29:28<15:39:44, 58.25s/it]  3%|▎         | 33/1000 [30:28<15:44:37, 58.61s/it]  3%|▎         | 34/1000 [31:27<15:49:13, 58.96s/it]  4%|▎         | 35/1000 [32:28<15:55:08, 59.39s/it]  4%|▎         | 36/1000 [33:29<16:00:58, 59.81s/it]  4%|▎         | 37/1000 [34:30<16:07:00, 60.25s/it]  4%|▍         | 38/1000 [35:32<16:15:13, 60.82s/it]  4%|▍         | 39/1000 [36:35<16:22:14, 61.33s/it]  4%|▍         | 40/1000 [37:37<16:28:39, 61.79s/it]  4%|▍         | 41/1000 [38:41<16:35:57, 62.31s/it]  4%|▍         | 42/1000 [39:45<16:41:35, 62.73s/it]  4%|▍         | 43/1000 [40:49<16:47:38, 63.17s/it]  4%|▍         | 44/1000 [41:53<16:52:39, 63.56s/it]  4%|▍         | 45/1000 [42:58<16:56:48, 63.88s/it]  5%|▍         | 46/1000 [44:03<17:02:30, 64.31s/it]  5%|▍         | 47/1000 [45:09<17:07:44, 64.71s/it]  5%|▍         | 48/1000 [46:15<17:13:23, 65.13s/it]  5%|▍         | 49/1000 [47:22<17:20:42, 65.66s/it]  5%|▌         | 50/1000 [48:30<17:31:50, 66.43s/it]  5%|▌         | 51/1000 [49:39<17:44:19, 67.29s/it]  5%|▌         | 52/1000 [50:50<17:59:29, 68.32s/it]  5%|▌         | 53/1000 [52:02<18:15:43, 69.42s/it]  5%|▌         | 54/1000 [53:16<18:35:22, 70.74s/it]  6%|▌         | 55/1000 [54:32<18:58:08, 72.26s/it]  6%|▌         | 56/1000 [55:49<19:21:06, 73.80s/it]  6%|▌         | 57/1000 [57:08<19:43:40, 75.31s/it]  6%|▌         | 58/1000 [58:29<20:07:42, 76.92s/it]  6%|▌         | 59/1000 [59:51<20:31:21, 78.51s/it]  6%|▌         | 60/1000 [1:01:15<20:56:26, 80.20s/it]  6%|▌         | 61/1000 [1:02:41<21:23:19, 82.00s/it]  6%|▌         | 62/1000 [1:04:10<21:53:24, 84.01s/it]  6%|▋         | 63/1000 [1:05:41<22:25:06, 86.13s/it]  6%|▋         | 64/1000 [1:07:14<22:55:57, 88.20s/it]  6%|▋         | 65/1000 [1:08:50<23:31:19, 90.57s/it]  7%|▋         | 66/1000 [1:10:28<24:06:07, 92.90s/it]  7%|▋         | 67/1000 [1:12:10<24:43:02, 95.37s/it]  7%|▋         | 68/1000 [1:13:54<25:22:02, 97.99s/it]  7%|▋         | 69/1000 [1:15:41<26:05:35, 100.90s/it]  7%|▋         | 70/1000 [1:17:32<26:50:05, 103.88s/it]  7%|▋         | 71/1000 [1:19:27<27:37:56, 107.08s/it]  7%|▋         | 72/1000 [1:21:26<28:32:46, 110.74s/it]  7%|▋         | 73/1000 [1:23:29<29:27:18, 114.39s/it]  7%|▋         | 74/1000 [1:25:35<30:18:43, 117.84s/it]  8%|▊         | 75/1000 [1:27:44<31:07:11, 121.12s/it]  8%|▊         | 76/1000 [1:29:55<31:54:13, 124.30s/it]  8%|▊         | 77/1000 [1:32:10<32:38:09, 127.29s/it]  8%|▊         | 78/1000 [1:34:26<33:18:28, 130.05s/it]  8%|▊         | 79/1000 [1:36:45<33:56:50, 132.69s/it]  8%|▊         | 80/1000 [1:39:06<34:34:56, 135.32s/it]  8%|▊         | 81/1000 [1:41:31<35:14:16, 138.04s/it]  8%|▊         | 82/1000 [1:43:59<35:57:39, 141.02s/it]  8%|▊         | 83/1000 [1:46:30<36:42:59, 144.14s/it]  8%|▊         | 84/1000 [1:49:06<37:33:10, 147.59s/it]  8%|▊         | 85/1000 [1:51:47<38:32:21, 151.63s/it]  9%|▊         | 86/1000 [1:54:35<39:43:53, 156.49s/it]  9%|▊         | 87/1000 [1:57:27<40:51:51, 161.13s/it]  9%|▉         | 88/1000 [2:00:22<41:53:12, 165.34s/it]  9%|▉         | 89/1000 [2:03:20<42:48:38, 169.18s/it]  9%|▉         | 90/1000 [2:06:20<43:35:58, 172.48s/it]  9%|▉         | 91/1000 [2:09:21<44:11:20, 175.01s/it]  9%|▉         | 92/1000 [2:12:22<44:35:26, 176.79s/it]  Epoch 1, Training Loss: 0.07601287333915631, Validation Loss: 0.04582240311428905
Epoch 2, Training Loss: 0.04180619648347298, Validation Loss: 0.03829571157693863
Epoch 3, Training Loss: 0.035699878353625536, Validation Loss: 0.03454407164826989
Epoch 4, Training Loss: 0.03334972113370895, Validation Loss: 0.030923621682450175
Epoch 5, Training Loss: 0.031041794829070567, Validation Loss: 0.027387237781658767
Epoch 6, Training Loss: 0.028311663307249546, Validation Loss: 0.028354117088019846
Epoch 7, Training Loss: 0.028622377694894872, Validation Loss: 0.028040596330538393
Epoch 8, Training Loss: 0.025544346713771423, Validation Loss: 0.02373390707653016
Epoch 9, Training Loss: 0.0247129554549853, Validation Loss: 0.025426660431548953
Epoch 10, Training Loss: 0.024196303092564146, Validation Loss: 0.023442036658525466
Epoch 11, Training Loss: 0.023311507624263563, Validation Loss: 0.022386897704564035
Epoch 12, Training Loss: 0.02218603229460617, Validation Loss: 0.021482483530417085
Epoch 13, Training Loss: 0.022172652992109458, Validation Loss: 0.022135358350351454
Epoch 14, Training Loss: 0.02216571974568069, Validation Loss: 0.023208485497161747
Epoch 15, Training Loss: 0.02189529677852988, Validation Loss: 0.021023331582546233
Epoch 16, Training Loss: 0.021158093477909763, Validation Loss: 0.021245674695819616
Epoch 17, Training Loss: 0.02166985492222011, Validation Loss: 0.021106275031343102
Epoch 18, Training Loss: 0.021719825314357878, Validation Loss: 0.021663912246003746
Epoch 19, Training Loss: 0.020680639209846655, Validation Loss: 0.020677177421748637
Epoch 20, Training Loss: 0.01979977699617545, Validation Loss: 0.02078557212371379
Epoch 21, Training Loss: 0.020407286922757825, Validation Loss: 0.020140746771357954
Epoch 22, Training Loss: 0.020385804974163573, Validation Loss: 0.020489299087785184
Epoch 23, Training Loss: 0.020707471948117017, Validation Loss: 0.02041295152157545
Epoch 24, Training Loss: 0.020124894582356015, Validation Loss: 0.019773329980671404
Epoch 25, Training Loss: 0.019957174050311246, Validation Loss: 0.019674053112976254
Epoch 26, Training Loss: 0.019901877905552586, Validation Loss: 0.020097350771538913
Epoch 27, Training Loss: 0.01962479247401158, Validation Loss: 0.02011437523178756
Epoch 28, Training Loss: 0.01965752973531683, Validation Loss: 0.01925571297761053
Epoch 29, Training Loss: 0.018717065127566455, Validation Loss: 0.019733744440600276
Epoch 30, Training Loss: 0.019188506714999675, Validation Loss: 0.018539654882624747
Epoch 31, Training Loss: 0.01849251645617187, Validation Loss: 0.01929784626699984
Epoch 32, Training Loss: 0.0190691568578283, Validation Loss: 0.017879031039774416
Epoch 33, Training Loss: 0.017296765263502798, Validation Loss: 0.017261928948573767
Epoch 34, Training Loss: 0.018093547768269977, Validation Loss: 0.01754964841529727
Epoch 35, Training Loss: 0.017525491149475176, Validation Loss: 0.018425907101482154
Epoch 36, Training Loss: 0.017362432352577648, Validation Loss: 0.01986651071347296
Epoch 37, Training Loss: 0.017979078615705173, Validation Loss: 0.019033527420833706
Epoch 38, Training Loss: 0.01709016722937425, Validation Loss: 0.017259295843541623
Epoch 39, Training Loss: 0.01734126320419212, Validation Loss: 0.01766282436437905
Epoch 40, Training Loss: 0.017906256066635252, Validation Loss: 0.01789164338260889
Epoch 41, Training Loss: 0.016621005022898316, Validation Loss: 0.01699224135372788
Epoch 42, Training Loss: 0.01721840483757357, Validation Loss: 0.0174097266048193
Epoch 43, Training Loss: 0.01687151212245226, Validation Loss: 0.01787657628301531
Epoch 44, Training Loss: 0.01651141095596055, Validation Loss: 0.01789880865253508
Epoch 45, Training Loss: 0.016878274533276758, Validation Loss: 0.01732486633118242
Epoch 46, Training Loss: 0.01593989160222312, Validation Loss: 0.016619699634611608
Epoch 47, Training Loss: 0.016396766544009247, Validation Loss: 0.016338665713556112
Epoch 48, Training Loss: 0.016294531617313625, Validation Loss: 0.016335573862306774
Epoch 49, Training Loss: 0.015662693589304885, Validation Loss: 0.018199016293510794
Epoch 50, Training Loss: 0.01582584430774053, Validation Loss: 0.016836332739330828
Epoch 51, Training Loss: 0.01656166968556742, Validation Loss: 0.016470771399326622
Epoch 52, Training Loss: 0.016170148722206554, Validation Loss: 0.016336467349901795
Epoch 53, Training Loss: 0.016305167196939387, Validation Loss: 0.01652807791251689
Epoch 54, Training Loss: 0.01563294472483297, Validation Loss: 0.018075539777055383
Epoch 55, Training Loss: 0.016440350872774918, Validation Loss: 0.016542346542701127
Epoch 56, Training Loss: 0.015884301345795392, Validation Loss: 0.01705947278533131
Epoch 57, Training Loss: 0.016194258459533255, Validation Loss: 0.016413416690193118
Epoch 58, Training Loss: 0.015300187685837349, Validation Loss: 0.01592656325083226
Epoch 59, Training Loss: 0.015054218579704563, Validation Loss: 0.016043326095677914
Epoch 60, Training Loss: 0.015587483850928644, Validation Loss: 0.01567202357109636
Epoch 61, Training Loss: 0.015703523143505056, Validation Loss: 0.01630076253786683
Epoch 62, Training Loss: 0.015053968721379837, Validation Loss: 0.016512371436692774
Epoch 63, Training Loss: 0.0158498157436649, Validation Loss: 0.01603508642874658
Epoch 64, Training Loss: 0.015759614723113675, Validation Loss: 0.0167002126108855
Epoch 65, Training Loss: 0.015571759004766742, Validation Loss: 0.016131184692494572
Epoch 66, Training Loss: 0.015420897646496694, Validation Loss: 0.015937437023967504
Epoch 67, Training Loss: 0.015550308752184112, Validation Loss: 0.01638104524463415
Epoch 68, Training Loss: 0.014998473832383752, Validation Loss: 0.01710567525587976
Epoch 69, Training Loss: 0.016459671749422946, Validation Loss: 0.015275007160380483
Epoch 70, Training Loss: 0.015658621164038777, Validation Loss: 0.01590242984239012
Epoch 71, Training Loss: 0.015154990103716652, Validation Loss: 0.015646043862216175
Epoch 72, Training Loss: 0.015252009127289056, Validation Loss: 0.017373654735274614
Epoch 73, Training Loss: 0.016197522605458894, Validation Loss: 0.015801011747680605
Epoch 74, Training Loss: 0.014600431142995755, Validation Loss: 0.01553378792013973
Epoch 75, Training Loss: 0.014861613232642411, Validation Loss: 0.016705098072998227
Epoch 76, Training Loss: 0.015147477264205615, Validation Loss: 0.015979449404403566
Epoch 77, Training Loss: 0.014773407609512408, Validation Loss: 0.015723254694603384
Epoch 78, Training Loss: 0.014569313979397218, Validation Loss: 0.01592863502446562
Epoch 79, Training Loss: 0.01422614068724215, Validation Loss: 0.015507416613399983
Epoch 80, Training Loss: 0.014276070334017277, Validation Loss: 0.015513168182224035
Epoch 81, Training Loss: 0.014317540389796098, Validation Loss: 0.015660003991797566
Epoch 82, Training Loss: 0.014015615514169136, Validation Loss: 0.015104026440531016
Epoch 83, Training Loss: 0.014215782649504643, Validation Loss: 0.015164302056655287
Epoch 84, Training Loss: 0.013929115926536421, Validation Loss: 0.016751097864471376
Epoch 85, Training Loss: 0.014727211340020101, Validation Loss: 0.01723976982757449
Epoch 86, Training Loss: 0.014688558022802075, Validation Loss: 0.016830574977211653
Epoch 87, Training Loss: 0.014075890555977822, Validation Loss: 0.015363085106946528
Epoch 88, Training Loss: 0.013963340354772905, Validation Loss: 0.016323360055685042
Epoch 89, Training Loss: 0.013931953635377189, Validation Loss: 0.016168756294064224
Epoch 90, Training Loss: 0.014251306063185136, Validation Loss: 0.015826244908384978
Epoch 91, Training Loss: 0.014772953077529868, Validation Loss: 0.015981591260060667
Epoch 92, Training Loss: 0.014013240005200107, Validation Loss: 0.01560661953408271
Epoch 93, Training Loss: 0.014117486619700989, Validation Loss: 0.0159887787187472
Epoch 94, Training Loss: 0.013586476313260694, Validation Loss: 0.015789497969672085
